build time	recall	latency	build time	recall	latency	build time	recall	latency	build time	recall	latency
8.4841	0.9907	5.2102									
8.4841	0.9907	5.4367									
8.4841	0.9907	5.6457									
2.901	0.9908	7.0427									
3.1887	0.9908	7.4492									
2.4447	0.9908	12.5415									
3.0637	0.9908	7.2935									
3.3452	0.9909	7.209									
3.1886	0.9909	14.5193									
9.683	0.9909	9.7711									
3.3452	0.991	7.166									
3.3452	0.991	7.2792									
7.7279	0.991	5.1588									
8.2505	0.991	5.3205									
3.0637	0.991	13.5793									
5.8733	0.991	5.7447									
3.8436	0.991	7.0414									
6.837	0.991	5.1585									
7.2917	0.991	5.3984									
6.6498	0.991	5.1032									
6.6498	0.991	5.1831									
6.6498	0.991	5.3164									
6.6498	0.991	5.6226									
9.3431	0.991	5.3497									
3.3401	0.9911	7.1062									
8.2505	0.9912	5.3401									
5.8733	0.9912	5.7636									
3.3401	0.9912	7.1335									
4.2212	0.9912	8.0334									
7.4126	0.9912	5.221									
2.901	0.9913	7.0767									
3.1887	0.9913	7.3267									
3.4009	0.9913	7.8631									
8.2505	0.9913	5.6664									
3.1883	0.9913	7.1238									
3.3401	0.9913	7.1662									
3.3401	0.9913	7.2421									
4.7375	0.9913	6.0182									
5.0354	0.9913	7.3272									
8.7792	0.9913	5.4562									
3.1887	0.9914	7.4037									
8.2505	0.9914	6.0598									
2.4762	0.9914	12.3025									
3.2654	0.9914	7.7141									
4.656	0.9914	8.9695									
5.8733	0.9914	5.7344									
6.837	0.9914	5.3148									
6.837	0.9914	5.3575									
4.7375	0.9914	6.149									
4.7375	0.9914	6.0703									
5.0354	0.9914	7.1838									
5.0354	0.9914	7.5374									
5.0354	0.9914	7.3235									
5.0354	0.9914	7.5248									
2.901	0.9915	7.1283									
3.1887	0.9915	7.4606									
7.7279	0.9915	5.2609									
3.1883	0.9915	7.1357									
3.3886	0.9915	7.1222									
5.8733	0.9915	6.1686									
5.8733	0.9915	9.9806									
3.8436	0.9915	7.1508									
3.8436	0.9915	7.2031									
3.8436	0.9915	7.2532									
3.8436	0.9915	7.1934									
3.5464	0.9915	6.0734									
3.5464	0.9915	6.0661									
4.8184	0.9915	8.3091									
6.837	0.9915	5.7102									
6.837	0.9915	6.0802									
4.7375	0.9915	6.0459									
4.7375	0.9915	6.0095									
2.901	0.9916	7.226									
3.1883	0.9916	7.2339									
3.1883	0.9916	7.3319									
6.7327	0.9916	5.6925									
3.5464	0.9916	6.1689									
3.5464	0.9916	6.2687									
5.9914	0.9916	5.6371									
2.6378	0.9916	12.3308									
3.75	0.9916	7.2301									
2.5792	0.9917	13.0115									
7.7279	0.9917	5.4084									
9.683	0.9917	5.554									
13.3106	0.9917	5.6919									
12.0604	0.9917	9.9189									
3.1154	0.9917	13.0901									
3.3886	0.9917	7.123									
3.3886	0.9917	7.1234									
3.3886	0.9917	7.2125									
5.9914	0.9917	5.7366									
5.9914	0.9917	6.0585									
5.9914	0.9917	6.2361									
3.75	0.9917	7.2354									
3.75	0.9917	7.2401									
3.75	0.9917	7.373									
7.7279	0.9918	5.8066									
9.683	0.9918	5.5702									
10.2182	0.9918	9.8496									
2.532	0.9918	12.3297									
7.2917	0.9918	5.5064									
7.9146	0.9918	5.1879									
7.4126	0.9918	5.4069									
7.4126	0.9918	5.4693									
7.4126	0.9918	5.7578									
7.4126	0.9918	6.1837									
10.4843	0.9918	5.3624									
13.3106	0.9919	5.746									
6.0771	0.9919	5.3639									
6.8106	0.9919	5.5414									
6.8106	0.9919	5.5987									
7.2917	0.9919	5.5341									
4.9008	0.9919	8.1679									
7.9146	0.9919	5.8229									
7.9146	0.9919	6.2608									
9.683	0.992	5.9071									
9.683	0.992	6.3421									
12.0604	0.992	5.7551									
6.0771	0.992	5.4482									
6.8106	0.992	5.8573									
6.8106	0.992	6.3089									
6.6977	0.992	5.7027									
7.2917	0.992	5.9112									
7.2917	0.992	6.1749									
7.9146	0.992	5.3629									
7.9146	0.992	5.4807									
3.6157	0.9921	7.9901									
13.3106	0.9921	6.2371									
6.0771	0.9921	5.7266									
6.0771	0.9921	6.092									
6.6977	0.9921	5.6955									
7.9157	0.9921	5.689									
7.5329	0.9921	5.7546									
7.6778	0.9921	5.452									
9.3431	0.9921	5.3613									
9.3431	0.9921	5.5854									
9.3431	0.9921	5.571									
9.3431	0.9921	5.8759									
9.3431	0.9921	6.3196									
13.3106	0.9922	6.9238									
3.17	0.9922	13.2256									
4.9209	0.9922	8.7363									
3.6535	0.9923	8.4953									
10.2182	0.9923	5.6314									
10.2182	0.9923	5.6903									
12.0604	0.9923	5.8567									
6.6977	0.9923	10.2953									
2.6079	0.9923	12.2914									
2.6827	0.9923	12.2562									
6.5739	0.9923	5.6124									
3.3766	0.9924	13.7999									
3.8893	0.9924	7.9725									
12.0604	0.9924	6.3317									
10.2182	0.9925	6.1392									
12.0604	0.9925	6.9216									
3.5081	0.9925	7.5286									
5.3885	0.9925	9.1049									
6.6977	0.9925	6.0915									
6.6977	0.9925	6.7333									
7.6778	0.9925	5.664									
8.7792	0.9925	5.5222									
8.3269	0.9925	5.5282									
10.2182	0.9926	6.6271									
3.8048	0.9926	7.8743									
7.6778	0.9926	5.7011									
7.6778	0.9926	6.1251									
7.6778	0.9926	6.7066									
3.1886	0.9927	7.5866									
3.4009	0.9927	14.1955									
12.4561	0.9927	10.0808									
5.1721	0.9927	9.4686									
3.9927	0.9927	7.5988									
8.7792	0.9927	5.7138									
8.7792	0.9927	5.7762									
8.7792	0.9927	6.3453									
8.7792	0.9927	7.0985									
10.4843	0.9927	5.8827									
9.2517	0.9927	5.6076									
8.8177	0.9928	5.7207									
8.1479	0.9928	5.6421									
7.1533	0.9928	5.8175									
10.4843	0.9928	5.5928									
10.4843	0.9928	6.0251									
10.4843	0.9928	6.3944									
10.4843	0.9928	6.9888									
3.5819	0.9929	14.0152									
6.7327	0.9929	5.884									
6.7327	0.9929	5.9273									
7.8284	0.9929	5.8857									
3.1941	0.9929	13.6167									
3.658	0.9929	7.6303									
8.3269	0.9929	5.8094									
8.3269	0.9929	5.8624									
8.3269	0.9929	6.1616									
8.3269	0.9929	6.7193									
11.6178	0.9929	5.818									
3.1886	0.993	7.6278									
6.7327	0.993	6.2261									
6.7327	0.993	6.7738									
7.9157	0.993	5.9089									
7.9157	0.993	5.892									
7.8284	0.993	6.0218									
3.3264	0.993	13.1139									
4.4557	0.993	7.778									
3.4931	0.993	13.1204									
5.0955	0.993	7.4532									
5.6675	0.993	7.4786									
4.1499	0.993	7.5695									
3.1886	0.9931	7.7107									
7.9157	0.9931	6.284									
7.9157	0.9931	6.8991									
2.9693	0.9931	12.3082									
4.2212	0.9931	7.7927									
4.8528	0.9931	8.15									
6.5739	0.9931	5.7465									
6.5739	0.9931	5.7821									
6.5739	0.9931	6.2009									
6.5739	0.9931	6.6805									
3.1886	0.9932	7.9096									
12.4561	0.9932	5.8895									
3.5159	0.9932	7.9981									
7.8284	0.9932	6.5279									
7.8284	0.9932	7.2395									
8.5234	0.9932	5.7044									
3.3766	0.9933	7.5507									
3.9207	0.9933	8.4715									
12.4561	0.9933	5.8771									
8.1479	0.9933	5.7772									
3.5819	0.9934	7.6764									
4.6997	0.9934	8.661									
12.4561	0.9934	6.3859									
12.4561	0.9934	7.0365									
8.1479	0.9934	5.8754									
8.1479	0.9934	6.2877									
8.1479	0.9934	6.755									
3.5819	0.9935	7.6702									
4.2212	0.9935	7.6679									
4.2212	0.9935	7.5812									
4.2212	0.9935	7.8073									
4.2212	0.9935	7.8885									
3.3766	0.9936	7.5856									
7.8284	0.9936	10.6518									
8.5234	0.9936	5.9444									
8.5234	0.9936	6.0402									
8.9003	0.9936	5.8575									
9.2102	0.9936	5.8621									
3.5819	0.9937	7.7629									
3.5819	0.9937	7.8739									
3.6535	0.9937	14.6035									
4.3063	0.9937	8.3988									
3.1883	0.9937	14.0375									
3.7467	0.9937	8.3983									
6.0275	0.9937	9.3199									
7.5329	0.9937	5.9443									
7.5329	0.9937	6.0834									
8.8177	0.9937	5.9404									
8.8177	0.9937	6.6207									
8.8177	0.9937	7.2988									
8.5234	0.9937	6.648									
8.5234	0.9937	7.3045									
5.0955	0.9937	7.7678									
11.6178	0.9937	5.8689									
3.3766	0.9938	7.7716									
3.3766	0.9938	7.9231									
3.8048	0.9938	7.7396									
7.5329	0.9938	6.5221									
7.5329	0.9938	7.1973									
8.8177	0.9938	6.0987									
3.9927	0.9938	7.6142									
5.5905	0.9938	8.7933									
7.1533	0.9938	6.0271									
5.0955	0.9938	7.9874									
5.0955	0.9938	7.9026									
5.0955	0.9938	8.1285									
5.0955	0.9938	7.9957									
5.6675	0.9938	7.5489									
9.2517	0.9938	5.8091									
9.2517	0.9938	6.1									
9.2517	0.9938	6.1989									
9.2517	0.9938	6.8072									
9.2517	0.9938	7.5121									
11.6178	0.9938	6.0499									
11.6178	0.9938	6.0873									
11.6178	0.9938	6.7624									
11.6178	0.9938	7.562									
3.2654	0.9939	7.6976									
3.8048	0.9939	7.6934									
3.7983	0.9939	7.983									
3.9927	0.9939	7.6329									
3.9927	0.9939	7.7751									
3.9927	0.9939	7.952									
7.1533	0.9939	6.0711									
7.1533	0.9939	6.6183									
7.1533	0.9939	7.2915									
3.4225	0.9939	12.4735									
5.6675	0.9939	7.6369									
5.6675	0.9939	7.6738									
5.6675	0.9939	7.6752									
5.6675	0.9939	7.9024									
6.5895	0.9939	7.8995									
6.0812	0.994	9.1862									
3.3886	0.994	13.4775									
3.2654	0.994	7.6736									
3.8048	0.994	7.7329									
3.8048	0.994	7.8938									
3.658	0.994	7.6368									
3.658	0.994	7.6888									
3.658	0.994	7.77									
3.658	0.994	7.9267									
4.1499	0.994	7.7477									
5.5178	0.994	7.7662									
5.6919	0.994	8.7154									
3.6157	0.9941	14.8136									
3.2654	0.9941	7.747									
3.2654	0.9941	7.9174									
3.5081	0.9941	7.6215									
3.5081	0.9941	7.6366									
8.9003	0.9941	6.1123									
8.9003	0.9941	6.2132									
8.9003	0.9941	6.6055									
8.9003	0.9941	7.3021									
4.1499	0.9941	7.7253									
4.1499	0.9941	7.8455									
4.1499	0.9941	7.8742									
9.2102	0.9941	6.0986									
9.2102	0.9941	6.1012									
9.2102	0.9941	6.5879									
9.2102	0.9941	7.3087									
2.5312	0.9942	12.6764									
3.5081	0.9942	7.7847									
3.5081	0.9942	7.9837									
2.6821	0.9943	12.7451									
10.4397	0.9943	10.2945									
2.703	0.9943	12.8172									
3.2654	0.9943	14.2868									
4.1563	0.9943	8.0616									
6.0771	0.9943	9.6888									
3.8893	0.9944	14.4887									
5.4462	0.9944	9.2938									
2.7606	0.9945	13.5273									
4.8528	0.9945	8.1243									
2.5312	0.9946	12.5493									
4.6997	0.9946	15.2789									
4.04	0.9946	8.396									
3.3719	0.9946	12.8715									
3.3401	0.9946	13.5864									
3.9854	0.9946	8.0328									
3.4009	0.9947	7.9266									
4.7883	0.9947	9.0789									
4.2411	0.9947	9.0203									
4.4557	0.9947	7.8172									
5.5178	0.9947	7.8324									
4.6004	0.9947	6.6286									
2.5312	0.9948	12.6583									
2.7065	0.9948	12.8598									
6.0812	0.9948	15.8621									
6.8106	0.9948	9.9344									
4.4151	0.9948	7.9227									
4.8528	0.9948	8.2497									
3.2404	0.9948	12.1746									
5.5178	0.9948	7.9516									
5.5178	0.9948	7.9368									
6.5895	0.9948	7.9521									
6.5895	0.9948	7.9557									
6.5895	0.9948	8.0235									
6.5895	0.9948	8.1967									
2.5312	0.9949	12.6909									
2.4437	0.9949	12.3619									
10.4397	0.9949	16.8991									
5.4024	0.9949	8.7162									
5.5178	0.9949	8.1314									
5.5178	0.9949	8.4125									
6.5895	0.9949	8.468									
2.5792	0.995	13.1522									
3.4009	0.995	7.9389									
3.6157	0.995	8.0279									
3.8893	0.995	8.1696									
3.9207	0.995	14.9119									
3.5159	0.995	8.0857									
3.5464	0.995	11.5822									
4.8528	0.995	8.3697									
4.8528	0.995	8.561									
4.8528	0.995	8.9025									
2.6378	0.995	12.3659									
3.75	0.995	14.0751									
2.4779	0.9951	12.742									
5.3081	0.9951	8.9297									
2.4447	0.9951	12.9834									
3.5159	0.9951	8.1125									
3.7983	0.9951	7.9941									
6.7327	0.9951	10.2862									
2.9693	0.9951	12.2586									
5.8714	0.9951	8.0463									
2.4437	0.9952	12.343									
3.6157	0.9952	8.0583									
3.6157	0.9952	8.096									
3.6157	0.9952	8.3414									
3.8893	0.9952	8.1901									
3.6535	0.9952	8.4382									
2.4762	0.9952	12.3275									
2.532	0.9952	12.4761									
3.5159	0.9952	8.3198									
3.7983	0.9952	8.0395									
3.7467	0.9952	8.6206									
2.6079	0.9952	12.2997									
4.4557	0.9952	8.0388									
4.4557	0.9952	8.0521									
4.4557	0.9952	8.1466									
4.4557	0.9952	8.421									
2.6378	0.9952	12.3023									
2.6378	0.9952	12.2681									
2.6378	0.9952	12.3633									
6.6079	0.9952	8.2527									
2.5792	0.9953	12.8695									
3.4009	0.9953	8.0546									
3.4009	0.9953	8.2613									
3.8893	0.9953	8.1044									
3.8893	0.9953	8.3804									
2.4447	0.9953	12.5536									
2.532	0.9953	12.8098									
2.532	0.9953	12.6126									
2.532	0.9953	12.4859									
3.5159	0.9953	15.242									
3.7983	0.9953	8.2552									
3.7983	0.9953	8.481									
4.1563	0.9953	8.0058									
3.7467	0.9953	8.5921									
2.9693	0.9953	12.4157									
2.9693	0.9953	12.2974									
2.6079	0.9953	12.3106									
2.6827	0.9953	12.5663									
4.2522	0.9953	8.217									
5.9914	0.9953	9.9665									
2.4437	0.9954	12.3586									
2.4779	0.9954	12.4718									
2.5792	0.9954	12.8731									
3.6535	0.9954	8.5003									
8.0032	0.9954	9.6833									
2.4447	0.9954	12.4702									
2.4447	0.9954	12.516									
2.4762	0.9954	12.4513									
3.5159	0.9954	8.5024									
4.1563	0.9954	8.2004									
4.1563	0.9954	8.2176									
4.1563	0.9954	8.4845									
3.7467	0.9954	8.7924									
3.7467	0.9954	9.079									
7.5329	0.9954	10.6516									
2.9693	0.9954	12.3339									
2.9693	0.9954	12.3486									
2.6079	0.9954	12.3259									
2.6079	0.9954	12.4849									
2.6827	0.9954	12.7593									
2.6827	0.9954	12.7324									
2.6827	0.9954	12.698									
4.8184	0.9954	8.3667									
6.4593	0.9954	9.4279									
3.2404	0.9954	12.5431									
3.2404	0.9954	12.8974									
3.2404	0.9954	12.4021									
3.2404	0.9954	12.441									
3.2404	0.9954	12.4134									
3.4225	0.9954	12.4794									
4.6004	0.9954	6.801									
4.6004	0.9954	6.8331									
4.6004	0.9954	6.9973									
4.6004	0.9954	7.2205									
2.4437	0.9955	12.4324									
2.4779	0.9955	12.3956									
2.4779	0.9955	12.671									
2.5792	0.9955	13.1265									
4.3063	0.9955	15.0137									
2.4762	0.9955	12.3413									
2.4762	0.9955	12.313									
4.5168	0.9955	8.3873									
3.9854	0.9955	8.2082									
3.9854	0.9955	8.132									
3.9854	0.9955	8.3438									
3.9854	0.9955	8.581									
4.4151	0.9955	8.108									
4.4151	0.9955	8.1209									
3.4225	0.9955	12.4866									
3.4225	0.9955	12.3828									
3.4225	0.9955	12.3016									
6.0123	0.9956	9.4945									
13.3106	0.9956	10.8856									
2.8089	0.9956	12.8062									
4.4151	0.9956	8.2904									
4.4151	0.9956	8.3889									
3.4225	0.9956	12.2856									
3.6535	0.9957	8.5856									
3.6535	0.9957	9.1474									
3.9207	0.9957	8.5018									
4.3063	0.9957	8.4348									
3.5081	0.9957	14.5262									
3.7467	0.9957	15.4662									
5.8714	0.9957	8.2099									
5.8714	0.9957	8.4116									
5.8714	0.9957	8.3088									
4.9008	0.9957	8.3387									
4.3063	0.9958	8.4773									
4.6997	0.9958	8.772									
4.7883	0.9958	16.1488									
4.04	0.9958	8.3945									
6.0556	0.9958	9.4618									
5.8714	0.9958	8.5681									
5.8714	0.9958	8.9988									
6.6079	0.9958	8.2923									
6.6498	0.9958	9.3362									
3.9207	0.9959	8.5807									
3.9207	0.9959	8.7652									
3.9207	0.9959	9.0831									
4.3063	0.9959	8.6166									
4.3063	0.9959	8.938									
4.6997	0.9959	8.8144									
8.0032	0.9959	16.3307									
2.8721	0.9959	12.8247									
3.8048	0.9959	14.4799									
4.04	0.9959	8.5709									
4.04	0.9959	8.844									
2.9241	0.9959	13.4928									
2.9977	0.9959	12.6638									
4.8184	0.9959	8.5508									
7.2917	0.9959	9.8319									
6.6079	0.9959	8.5162									
6.6079	0.9959	8.4259									
6.6079	0.9959	8.8551									
6.6079	0.9959	9.2106									
2.8771	0.996	13.3797									
4.6997	0.996	9.1836									
4.04	0.996	9.0615									
4.2411	0.996	9.1873									
4.2411	0.996	9.4563									
3.3719	0.996	12.6375									
4.2522	0.996	8.5611									
4.2522	0.996	8.458									
4.2522	0.996	8.7708									
4.2522	0.996	9.2763									
4.8184	0.996	8.595									
4.8184	0.996	8.7566									
4.8184	0.996	9.1435									
5.4024	0.996	8.7163									
3.0139	0.996	12.5618									
2.9654	0.9961	13.1987									
2.901	0.9961	13.7767									
4.6997	0.9961	9.809									
10.4397	0.9961	10.6525									
13.3106	0.9961	17.8734									
2.703	0.9961	12.8009									
3.0637	0.9961	13.68									
4.2411	0.9961	9.7508									
4.2411	0.9961	10.2144									
4.656	0.9961	9.2357									
4.9209	0.9961	8.9146									
6.0812	0.9962	9.3652									
6.0812	0.9962	9.5719									
7.7279	0.9962	9.6448									
10.4397	0.9962	10.9889									
2.703	0.9962	12.8758									
2.703	0.9962	12.9383									
4.5168	0.9962	8.5343									
4.5168	0.9962	8.617									
7.9157	0.9962	10.5824									
6.5704	0.9962	8.8523									
5.3081	0.9963	15.8634									
6.0812	0.9963	10.1655									
10.4397	0.9963	12.2017									
10.4397	0.9963	13.6236									
2.703	0.9963	12.8606									
4.5168	0.9963	9.0267									
4.5168	0.9963	8.941									
4.2411	0.9963	16.5841									
5.3885	0.9963	9.0643									
5.8733	0.9963	10.4617									
3.3719	0.9963	12.6964									
3.3719	0.9963	12.7187									
3.3719	0.9963	12.898									
3.3719	0.9963	13.0519									
5.4024	0.9963	8.973									
5.4024	0.9963	8.9765									
5.4024	0.9963	9.4333									
7.1533	0.9963	10.4313									
4.9008	0.9963	8.4147									
4.9008	0.9963	8.448									
4.9008	0.9963	8.8626									
4.9008	0.9963	9.1148									
2.7606	0.9964	13.1429									
4.7883	0.9964	9.2797									
6.0812	0.9964	11.1621									
6.6163	0.9964	9.2777									
8.2505	0.9964	10.0757									
3.7983	0.9964	14.7736									
4.9178	0.9964	9.6218									
8.8177	0.9964	10.4447									
3.7529	0.9964	12.6268									
3.9873	0.9964	12.6473									
7.2348	0.9964	9.6238									
7.4126	0.9964	9.6198									
3.3452	0.9965	13.8796									
3.6886	0.9965	13.7201									
3.658	0.9965	14.3154									
3.9927	0.9965	14.3854									
5.4024	0.9965	10.0164									
6.5739	0.9965	10.2063									
2.7606	0.9966	13.3549									
4.7883	0.9966	9.2703									
6.0123	0.9966	16.7203									
12.0604	0.9966	10.7788									
6.837	0.9966	9.7598									
7.7585	0.9966	8.8943									
3.1887	0.9967	13.9738									
3.1886	0.9967	15.1273									
4.7883	0.9967	9.7551									
4.7883	0.9967	10.1781									
5.3081	0.9967	9.0587									
9.683	0.9967	10.4668									
2.9092	0.9967	13.5495									
5.1721	0.9967	9.8162									
6.6977	0.9967	10.8006									
4.1499	0.9967	14.4522									
5.3081	0.9968	9.1662									
5.3081	0.9968	9.6348									
5.3081	0.9968	10.165									
7.7279	0.9968	16.7885									
4.04	0.9968	15.4155									
5.3885	0.9968	9.4201									
5.3885	0.9968	9.4024									
5.3885	0.9968	9.9024									
5.3885	0.9968	10.4349									
4.9209	0.9968	9.0761									
4.9209	0.9968	9.3926									
4.9209	0.9968	9.7767									
4.9209	0.9968	10.1308									
5.5905	0.9968	8.9873									
6.5704	0.9968	8.8776									
6.5704	0.9968	9.1593									
6.5704	0.9968	9.2841									
6.5704	0.9968	9.8205									
6.5704	0.9968	10.587									
5.6919	0.9968	8.9262									
2.7065	0.9969	12.86									
2.7606	0.9969	13.4071									
2.7606	0.9969	13.3457									
2.8089	0.9969	13.1693									
4.1563	0.9969	15.056									
4.656	0.9969	9.2696									
2.9241	0.9969	12.8238									
2.9977	0.9969	12.6816									
3.7529	0.9969	12.6695									
2.6821	0.997	12.945									
2.7065	0.997	12.8864									
6.0123	0.997	9.5849									
2.8089	0.997	13.3553									
2.8089	0.997	13.0654									
2.8089	0.997	13.3069									
3.0637	0.997	13.8536									
4.656	0.997	9.2693									
4.656	0.997	9.8384									
4.656	0.997	10.4818									
6.0275	0.997	9.72									
5.8733	0.997	18.1757									
2.9241	0.997	12.8149									
2.9241	0.997	12.8741									
2.9241	0.997	13.2493									
2.9977	0.997	12.8599									
2.9977	0.997	12.8197									
2.9977	0.997	12.8025									
5.5905	0.997	9.1086									
5.5905	0.997	9.2792									
5.5905	0.997	9.6288									
5.5905	0.997	10.2034									
3.7529	0.997	12.6739									
3.7529	0.997	12.769									
3.7529	0.997	12.91									
3.7529	0.997	13.2013									
3.0139	0.997	12.6991									
3.0139	0.997	12.909									
3.0139	0.997	12.915									
3.0139	0.997	12.8314									
7.7585	0.997	9.1012									
7.7585	0.997	9.2663									
7.7585	0.997	9.8619									
7.7585	0.997	10.5088									
5.6919	0.997	9.1436									
5.6919	0.997	9.2234									
5.6919	0.997	9.8087									
5.6919	0.997	10.4371									
8.3269	0.997	10.1997									
2.7065	0.9971	12.9497									
2.7065	0.9971	12.9759									
6.0123	0.9971	9.7213									
2.8721	0.9971	12.984									
2.8721	0.9971	12.9791									
2.8721	0.9971	12.9114									
2.8721	0.9971	13.0018									
3.1154	0.9971	13.3296									
3.9854	0.9971	15.3346									
6.0556	0.9971	9.4995									
5.4462	0.9971	9.6378									
7.6778	0.9971	10.3463									
8.1479	0.9971	10.0363									
3.9873	0.9971	12.4276									
3.9873	0.9971	12.6506									
3.9873	0.9971	13.0419									
7.7585	0.9971	9.3677									
7.2348	0.9971	9.5535									
2.6821	0.9972	12.9591									
2.6821	0.9972	12.8944									
2.6821	0.9972	13.0346									
6.0123	0.9972	10.4426									
6.6163	0.9972	16.0845									
10.4397	0.9972	19.6407									
10.2182	0.9972	10.5302									
13.3106	0.9972	11.3461									
12.0604	0.9972	18.2905									
3.0637	0.9972	13.8387									
7.8284	0.9972	11.122									
3.8436	0.9972	13.6042									
8.5234	0.9972	10.4609									
8.9003	0.9972	10.5688									
3.9873	0.9972	12.7773									
3.9873	0.9972	12.6508									
3.4931	0.9972	13.0037									
7.2348	0.9972	9.7831									
7.2348	0.9972	9.9411									
7.2348	0.9972	10.9178									
9.2102	0.9972	10.6167									
3.3766	0.9973	14.5309									
6.0123	0.9973	11.3482									
8.0032	0.9973	9.8494									
8.2505	0.9973	17.2864									
13.3106	0.9973	11.5479									
4.9178	0.9973	9.7323									
4.9178	0.9973	16.9354									
5.1721	0.9973	10.0547									
5.8733	0.9973	10.901									
6.0771	0.9973	10.2524									
6.8106	0.9973	10.3474									
6.6977	0.9973	19.1436									
3.1941	0.9973	13.2816									
6.0556	0.9973	9.7575									
6.0556	0.9973	9.9088									
6.0556	0.9973	10.7194									
6.0556	0.9973	11.4535									
6.4593	0.9973	9.7011									
7.2348	0.9973	11.6693									
8.4841	0.9973	9.6211									
3.5819	0.9974	14.6657									
6.6163	0.9974	9.6924									
8.0032	0.9974	10.0229									
8.2505	0.9974	10.2614									
9.683	0.9974	17.6628									
13.3106	0.9974	13.2867									
13.3106	0.9974	15.5438									
12.4561	0.9974	10.9902									
3.0637	0.9974	14.0311									
4.9178	0.9974	9.8731									
5.1721	0.9974	10.1056									
5.1721	0.9974	10.7786									
5.1721	0.9974	11.4221									
5.8733	0.9974	10.7554									
3.3264	0.9974	13.2338									
5.9914	0.9974	10.2849									
4.2933	0.9974	13.3217									
4.6727	0.9974	12.9003									
7.9146	0.9974	9.8351									
2.901	0.9975	13.722									
3.4009	0.9975	15.2169									
6.6163	0.9975	9.6792									
8.0032	0.9975	10.9136									
8.0032	0.9975	12.2606									
8.2505	0.9975	10.5359									
12.0604	0.9975	11.4284									
3.17	0.9975	13.3883									
3.0637	0.9975	13.9828									
6.0275	0.9975	10.0087									
6.0275	0.9975	10.1247									
6.0275	0.9975	10.7764									
6.0275	0.9975	11.591									
5.8733	0.9975	11.7687									
5.8733	0.9975	12.9712									
4.8528	0.9975	15.4155									
5.4462	0.9975	9.8816									
7.2917	0.9975	10.0026									
6.6498	0.9975	9.4662									
8.7792	0.9975	10.3504									
2.8771	0.9976	13.1717									
6.6163	0.9976	10.2575									
6.6163	0.9976	11.086									
8.2505	0.9976	11.3802									
10.4397	0.9976	21.702									
10.4397	0.9976	22.2186									
3.3886	0.9976	13.7347									
4.5168	0.9976	15.3424									
4.656	0.9976	16.7502									
4.9178	0.9976	10.6132									
4.9178	0.9976	11.5975									
6.8106	0.9976	10.7388									
6.8106	0.9976	10.899									
6.8106	0.9976	11.8586									
3.6886	0.9976	13.5827									
3.3401	0.9976	13.6472									
4.2212	0.9976	14.287									
4.4151	0.9976	14.7009									
5.4462	0.9976	10.0492									
5.4462	0.9976	10.7638									
5.4462	0.9976	11.7195									
6.4593	0.9976	9.9392									
6.837	0.9976	10.0088									
6.837	0.9976	10.3649									
4.2933	0.9976	13.2956									
9.3431	0.9976	10.1035									
2.8771	0.9977	13.3106									
2.8771	0.9977	13.364									
2.8771	0.9977	13.5268									
2.9654	0.9977	13.2458									
2.901	0.9977	13.7274									
2.901	0.9977	13.9225									
2.901	0.9977	13.9398									
3.3452	0.9977	13.6929									
3.1886	0.9977	15.0071									
7.7279	0.9977	10.0955									
8.2505	0.9977	12.7852									
9.683	0.9977	10.8323									
12.0604	0.9977	11.7176									
2.9092	0.9977	13.4499									
3.1883	0.9977	13.7351									
6.8106	0.9977	13.1574									
6.6977	0.9977	11.2579									
6.6977	0.9977	11.4785									
6.7327	0.9977	10.9326									
3.6886	0.9977	13.3619									
3.6886	0.9977	13.006									
3.6886	0.9977	13.4276									
3.6886	0.9977	13.7111									
6.4593	0.9977	10.1028									
6.4593	0.9977	10.6837									
6.4593	0.9977	11.6722									
6.837	0.9977	10.5477									
5.9914	0.9977	10.6613									
5.9914	0.9977	10.994									
7.6778	0.9977	10.5503									
4.2933	0.9977	13.26									
4.2933	0.9977	13.4636									
5.0354	0.9977	13.8862									
4.6004	0.9977	12.4914									
8.4841	0.9977	9.794									
8.4841	0.9977	10.0318									
8.4841	0.9977	9.8801									
8.4841	0.9977	10.587									
8.4841	0.9977	11.631									
6.6498	0.9977	9.7332									
7.9146	0.9977	9.9393									
7.4126	0.9977	9.9462									
2.9654	0.9978	13.3905									
3.1886	0.9978	14.9315									
3.6535	0.9978	15.8887									
6.0812	0.9978	17.862									
7.7279	0.9978	10.2277									
7.7279	0.9978	11.2383									
7.7279	0.9978	12.3487									
10.4397	0.9978	27.0434									
9.683	0.9978	11.0037									
9.683	0.9978	12.3092									
10.2182	0.9978	17.8347									
12.0604	0.9978	13.4192									
12.0604	0.9978	15.6027									
2.9092	0.9978	13.7023									
2.9092	0.9978	14.0845									
2.9092	0.9978	13.8615									
6.0771	0.9978	10.7491									
6.0771	0.9978	10.8688									
3.3401	0.9978	13.8244									
4.2522	0.9978	15.5125									
4.8184	0.9978	15.5185									
4.9209	0.9978	16.3712									
6.837	0.9978	11.5369									
6.837	0.9978	12.8229									
5.9914	0.9978	11.7632									
7.2917	0.9978	10.459									
7.2917	0.9978	10.6083									
4.6727	0.9978	13.3295									
3.4931	0.9978	13.1264									
4.7375	0.9978	11.2589									
6.6498	0.9978	9.8961									
6.6498	0.9978	10.656									
6.6498	0.9978	11.5555									
7.9146	0.9978	10.4683									
7.9146	0.9978	10.6698									
